word,polar
megrims,-0.125
meiosis,-0.375
melaena,-0.375
melagra,0.5
melancholia,-0.625
melancholy,-0.541666667
melanism,-0.5
melanosis,-0.5
meld,0.125
meleagris,-0.125
melee,-0.375
melena,-0.375
meles,-0.125
melinae,-0.5
meliorate,0.375
melioration,0.25
meliorative,-0.125
meliphagidae,-0.125
mellow,0.041666667
mellowly,0.25
melodically,0.25
melodiously,0.125
melodramatically,0.125
meloid,-0.125
melt,0.166666667
meltdown,-0.125
melting,-0.125
melursus,-0.625
memorable,0.125
memorably,0.125
memorialisation,0.25
memorialization,0.25
menacing,-0.75
menacingly,0.25
mend,-0.125
mendacious,-0.75
mendaciously,0.25
menially,0.25
meningism,-0.625
meningitis,-0.625
meningoencephalitis,-0.25
menopon,0.25
mentally,0.125
mentor,0.125
mepacrine,-0.125
meperidine,-0.125
mephaquine,-0.5
mephenytoin,-0.125
mephitic,-0.375
mephitinae,-0.5
mephitis,-0.1875
meprin,-0.125
meprobamate,-0.125
meralgia,-0.625
mercenary,0.375
mercerise,-0.125
mercerize,-0.125
mercifully,0.25
mercifulness,-0.375
mercilessly,0.25
mercilessness,-0.125
mercurial,-0.25
mercy,0.125
meretricious,-0.5
meretriciously,0.25
meringue,-0.125
merino,0.375
meritable,0.25
meritless,0.5
meritorious,0.25
meritoriously,0.25
meromelia,-0.5
merrily,0.25
merriment,0.5
merrymaking,-0.25
mesantoin,-0.125
meshugaas,0.125
mesic,-0.25
mesmeric,0.375
mesmerise,0.125
mesmerize,0.125
mesmerizing,0.375
mesohippus,-0.25
mesophytic,-0.125
mess,-0.3125
messiahship,-0.125
messily,0.125
messiness,-0.125
messy,-0.875
metabola,0.125
metacyesis,-0.125
metamorphosis,0.25
metaphor,-0.5
metaphorically,0.125
metaphysically,0.25
metatheria,-0.125
meteorologically,0.125
meteorology,-0.125
meteortropism,0.25
meterstick,0.125
metformin,-0.25
methanogen,0.375
methapyrilene,-0.375
metheglin,-0.25
methocarbamol,-0.125
method,0.625
methodically,0.25
methodists,0.125
methodologically,0.25
methotrexate,-0.625
methyl,-0.125
meticulously,0.375
metier,0.25
metonymically,0.25
metoprolol,-0.125
metralgia,-0.625
metrestick,0.125
metritis,-0.375
metronidazole,-0.25
metrorrhagia,-0.625
mettlesome,-0.25
mewl,-0.25
miasm,-0.1875
miasma,-0.1875
miasmic,-0.375
michaelmastide,0.125
microbe,-0.25
micrococcus,-0.125
microcytosis,-0.5
microdipodops,0.25
microscopically,0.5
midazolam,-0.125
midden,-0.25
middlemost,0.375
middling,-0.3125
midmost,0.375
mightily,0.25
mighty,0.125
mikvah,-0.25
mildly,-0.0625
mildness,0.625
miliaria,0.125
milieu,0.125
militant,0.375
milk,0.125
mill,-0.125
millenary,0.25
millennium,0.1875
milliammeter,-0.125
millstone,-0.5
milontin,-0.25
miltown,-0.125
mimesis,0.25
minacious,-0.75
minaret,0.125
minatory,-0.75
mincingly,0.25
mind,0.125
mindfully,0.375
mindless,0.375
mindlessly,0.25
mine,-0.125
mineral,0.25
mineralocorticoid,0.375
minimisation,-0.375
minimise,0.125
minimization,-0.375
minimize,0.041666667
ministerially,0.125
ministration,0.125
mink,-0.125
minority,-0.25
minus,-0.875
minute,0.25
minutely,0.25
miocene,0.125
miosis,-0.25
miotic,-0.375
miracle,0.125
miraculous,0.75
miraculously,0.25
mire,-0.375
mirid,0.125
mirror,0.125
mirth,0.25
mirthfully,0.25
mirthfulness,0.25
misadventure,-0.5
misadvise,-0.375
misalign,-0.625
misanthropic,-0.625
misanthropical,-0.625
misanthropy,-0.5
misapplication,-0.375
misapply,-0.375
misapprehend,-0.625
misappropriation,-0.25
misbehavior,-0.625
misbehaviour,-0.625
miscalculate,-0.125
miscalculation,-0.125
miscellaneous,0.25
mischance,-0.5
mischief,-0.875
mischievously,-0.5
mischievousness,-0.875
misconceive,-0.625
misconduct,-0.25
misconstrual,-0.375
misconstruction,-0.375
misconstrue,-0.625
miscount,-0.125
miscreation,-0.375
misdate,-0.5
misdating,-0.375
misdeal,-0.75
misdeed,-0.625
misdeliver,-0.5
misdirect,-1
misdirection,-0.291666667
miserable,-0.8125
miserableness,-0.125
miserably,0.25
misery,-0.375
misestimate,-0.125
misestimation,-0.125
misfortunate,-0.75
misfortune,-0.4375
misgauge,-0.375
misgive,0.125
misgiving,0.125
misgovernment,-0.25
misguide,-0.6875
misguided,-0.125
mishap,-0.5
mishegaas,0.125
mishegoss,0.125
misinform,-0.25
misinterpret,-0.375
misinterpretation,-0.5
misjudge,-0.25
mislay,-0.125
mislead,-0.625
misleadingly,-0.625
mismanagement,-0.125
mismate,-0.25
misocainea,0.375
misogamy,-0.125
misogynism,-0.375
misogyny,-0.375
misology,0.25
misopedia,-0.125
misperceive,0.375
misplace,-0.125
mispronunciation,-0.5
misread,-0.125
misreading,-0.5
misreckoning,-0.125
misremember,-0.125
misrepresentation,-0.625
misrule,-0.25
miss,-0.25
missile,-0.125
misspell,-0.125
misstep,-0.5
mist,-0.1875
mistake,-0.4375
mistakenly,0.25
mistaking,-0.5
mistily,0.25
mistiming,-0.375
mistreatment,-0.375
mistrial,-0.25
mistrust,-0.125
mistrustful,-0.625
misunderstand,-0.625
misunderstanding,-0.5
misuse,-0.416666667
misused,-0.25
mitigate,-0.5
mitsvah,0.5
mitzvah,0.5
mixture,0
mizen,-0.125
mizzen,-0.125
mizzle,-0.25
moa,-0.125
moan,-0.625
mobcap,-0.125
mobile,0.125
mobula,-0.25
mobulidae,-0.25
mocha,0.125
mock,-0.166666667
mockery,-0.125
mockingly,0.25
model,0.625
moderate,0.5
moderately,0
moderation,0.375
modernisation,0.25
modernism,0.125
modernization,0.25
modest,-0.875
modestly,0.125
modifiable,0.5
modification,-0.125
modify,-0.375
modishly,0.5
moil,-0.25
moisten,0.375
moistly,0.125
mold,0.125
moldy,-0.375
molestation,-0.125
mollification,-0.375
mollify,-0.25
molluscum,-0.25
molybdenite,0.125
momism,-0.5
momotus,-0.125
monaurally,0.25
mongolianism,-0.375
mongolism,-0.375
mongrel,-0.6875
mongrelise,-0.375
mongrelize,-0.375
moniliasis,-0.375
monish,0.375
monkey,-0.125
mono,-0.75
monochromacy,0.125
monochromasy,0.125
monochromatism,0.125
monochromia,0.125
monocled,-0.25
monolatry,0.125
monolingually,0.25
mononucleosis,-0.75
monopoly,-0.125
monosaccharide,-0.375
monosaccharose,-0.375
monosemous,0.125
monosomy,-0.375
monosyllabically,0.25
monotone,-0.25
monotonously,0.25
monster,-0.125
monstrosity,-0.5
monstrous,-0.25
monstrously,0.083333333
moodily,0.25
moodiness,-0.75
mooneye,-0.625
moonily,0.125
moonless,-0.5
moor,0.125
moorbird,0.375
moorfowl,0.375
moorgame,0.375
moped,-0.25
morale,0.125
moralise,0.3125
moralism,0.375
moralize,0.3125
morally,0.4375
moratorium,0.375
morbid,-0.5
morbilli,0.375
mordaciously,0.625
morganite,0.125
morosely,0.25
moroseness,-0.875
morphia,0.25
morphine,0.25
morphologically,0.25
morsel,-0.125
mortification,0.083333333
mortified,-0.5
mosstone,-0.125
mot,0.375
mothproof,-0.25
mothy,-0.375
motility,-0.125
motion,-0.125
motionlessly,0.125
motionlessness,-0.375
motivating,0.125
motivation,0.25
motivative,0.125
motive,-0.125
motor,-0.375
motorway,0.375
motrin,-0.25
moue,-0.125
mouldy,-0.375
mounted,-0.25
mournfulness,-0.75
mouse,-0.25
mouser,0.375
mousey,-0.1875
mousy,-0.1875
mouthful,-0.125
mouthless,-0.5
move,-0.125
movement,-0.125
ms,-0.125
muck,-0.25
muckheap,-0.25
muckhill,-0.25
mud,-0.25
mudder,0.125
muddle,-0.333333333
muddy,-0.875
mudhif,0.125
mudslide,-0.25
mudwrestle,-0.125
muesli,-0.125
muff,-0.125
mugginess,0.125
mugging,-0.25
muggy,0.125
mule,-0.75
mulish,-0.125
mulishly,-0.125
mullet,0.375
multifaceted,0.25
multifarious,0.25
multilaterally,0.25
multiparous,0.125
multiplicative,-0.125
multiplicatively,0.375
multiply,0.25
multivalence,0.25
multivalency,0.25
multivalent,0.375
mumble,-0.375
mumbling,-0.125
mummification,-0.125
mummify,0.25
mumps,-0.375
munch,-0.375
mundane,0.25
mundanely,0.3125
munificently,0.375
murder,-0.25
murderous,0.5
murderously,-0.125
murderousness,-0.25
muridae,-0.125
murk,-0.125
murkily,0.25
murmur,-0.5625
murmuration,-0.625
murmuring,-0.5625
muroidea,0.125
muscicapa,-0.125
muscidae,-0.125
muscular,0.125
mush,-0.125
musicologically,0.25
musing,0.25
musingly,0.125
musky,-0.25
musophaga,-0.125
musophobia,0.375
muss,-0.25
mussiness,-0.125
mussitation,-0.625
mussy,-0.875
musty,-0.625
mutable,0.625
mutagenesis,-0.375
mute,-0.25
muteness,-0.75
mutilate,-0.375
mutilation,-0.125
mutism,-0.75
mutt,-0.5
mutter,-0.5625
muttering,-0.5625
mutually,0.125
muumuu,-0.125
myaceae,0.125
myalgia,-0.125
myasthenia,-0.375
mycetophilidae,-0.5
mycobacteria,-0.125
mycobacterium,-0.125
mycomycin,0.375
mycoplasmataceae,-0.125
mycosis,-0.375
myelinated,-0.25
myelitis,-0.375
mylodontid,-0.25
mylodontidae,-0.125
myocardiopathy,-0.125
myocarditis,-0.25
myodynia,-0.125
myometritis,-0.625
myopathy,-0.625
myopia,-0.125
myosis,0
myositis,-0.375
myotic,-0.375
mysis,-0.125
mysophilia,-0.75
mysophobia,-0.5
mysophobic,-0.75
mysteriously,0.25
mystically,0.125
mystifier,0.375
mystify,0
myxedema,-0.625
myxinidae,0.125
myxobacterales,0.125
myxobacteriales,0.125
myxoedema,-0.625
myxomatosis,0.125
nabumetone,-0.25
nadir,-0.125
nag,-0.25
nail,-0.25
naively,0.375
naked,-0.375
nakedly,-0.375
nakedness,-0.25
nalfon,-0.75
name,0.166666667
namelessness,-0.125
nanism,-0.5
nanophthalmos,-0.125
nap,-0.375
naprapathy,0.375
naprosyn,-0.875
naproxen,-0.875
narcolepsy,-0.625
narcoleptic,-0.1875
narcotic,-0.0625
narcotising,0.125
narcotizing,0.125
narrow,0.083333333
narrowed,-0.125
narrowing,0.1875
narrowly,0.125
nasally,0.25
nastily,-0.375
nastiness,-0.625
native,0.125
nattily,0.25
natural,0.25
naturalise,-0.125
naturalize,0.1875
naturally,-0.125
naturism,-0.625
naught,0.375
naughtily,-0.5
nauseant,-0.125
nauseated,-0.5
nauseating,-0.5
nauseous,-0.5
nautilus,0.25
nay,-0.25
naysaying,-0.25
ne'er,-0.625
neap,0.25
nearby,-0.625
nearly,0.125
nearsightedness,-0.125
neat,0.416666667
neatly,-0.125
neatness,0.375
nebula,-0.125
nec,0.25
necessarily,0.1875
necessary,0.125
neck,0.5
necking,-0.25
nectar,0.125
nectarine,-0.25
nectarous,0.5
need,-0.3125
neediness,-0.25
needle,-0.125
needled,-0.25
needlessly,-0.5
needs,0.25
nefarious,-0.556
negate,-0.0625
negation,-0.125
negative,-0.5
negatively,-0.5625
neggram,-0.125
neglect,0
neglected,-0.125
neglectfully,0.25
neglige,-0.125
negligee,-0.125
negligently,0.25
negligible,-0.375
negociate,0.125
negotiable,0.125
negotiate,0.125
negus,-0.125
neighborly,0.625
neighbourly,0.625
nematocera,-0.125
nematoda,0.25
nemertea,0.375
nemertina,0.375
nemesis,-0.625
neoprene,-0.625
neotenic,0.25
neotenous,0.25
nephralgia,-0.5
nephritis,-0.75
nephroblastoma,-0.125
nephrolithiasis,0.25
nephropathy,0.375
nephroptosia,-0.125
nephroptosis,-0.125
nephrosis,0
nephrotoxic,-0.5
nephrotoxin,-0.125
nepotism,0.375
neritina,-0.125
nerves,-0.25
nervily,0.25
nervous,-0.1875
nervously,0.25
nervousness,-0.3125
nervy,-0.5
nesokia,0.125
nest,0.1875
nestle,0.25
nether,-0.25
nethermost,0.25
nettle,-0.75
nettlesome,-0.5
neuralgia,-0.75
neuralgy,-0.75
neurasthenia,-0.75
neuritis,-0.5
neurobiological,0.25
neurofibromatosis,-0.625
neuroleptic,0.25
neurolysin,0.5
neuropathy,-0.375
neurosis,-0.375
neurotically,0.125
neuroticism,-0.375
neurotoxin,0.5
neurotropism,0.125
neutering,-0.125
neutral,-0.083333333
neutralise,-0.5
neutralize,-0.5
nevertheless,-0.375
new,-0.166666667
newfoundland,0.125
ngo,-0.5
ngu,-0.25
nibble,-0.375
nicad,-0.5
nicely,0.25
nicknack,0.125
niffy,-0.75
niggle,-0.125
nightlife,-0.375
nightmarish,-0.375
nimbly,0.5
nimravus,-0.625
ninon,0.125
nip,-0.25
nippy,-0.5
nitid,0.375
nitpick,-0.125
nitrify,-0.125
nitrobacteriaceae,0.125
nitrocellulose,-0.25
nitrocotton,-0.25
nitrogenase,0.25
nobble,-0.125
nobility,0.125
noblesse,0.125
nobly,0.375
noctilucent,0.375
noctuid,-0.125
nod,-0.125
noise,-0.125
noiselessly,-0.375
noisily,-0.125
noisome,-0.625
nominal,-0.125
nominate,0.375
non,-0.625
nonaddictive,-0.25
nonadhesive,-0.75
nonage,-0.25
nonaggressive,-0.625
nonarbitrable,-0.625
nonarboreal,-0.625
nonassertive,-0.125
nonassociative,-0.125
nonastringent,-0.375
noncausal,-0.25
noncausative,-0.25
nonce,-0.125
noncellular,-0.5
nonchalantly,0.125
nonchristian,-0.625
noncivilised,-0.625
noncivilized,-0.625
noncolumned,-0.5
noncompetitively,0.25
noncompliance,0.125
nonconformity,-0.375
noncrystalline,-0.25
nonetheless,-0.375
nonexempt,-0.625
nonfictional,-0.125
nonflavored,-0.125
nonflavoured,-0.125
nonflowering,0.125
nonfunctional,-0.75
nonglutinous,-0.625
nonharmonic,-0.25
nonimmune,-0.25
noninterchangeable,-0.125
nonionic,0.0625
nonionised,0.25
nonionized,0.25
nonlexically,-0.25
nonliterary,-0.125
nonliterate,0.125
nonliving,-0.75
nonmechanical,-0.25
nonmetal,-0.25
nonnative,-0.625
nonobservance,-0.25
nonpareil,-0.125
nonpayment,-0.375
nonplus,-0.125
nonpoisonous,-0.125
nonpolar,-0.125
nonporous,-0.625
nonpregnant,-0.125
nonprehensile,-0.125
nonracist,0.25
nonresinous,-0.5
nonresiny,-0.5
nonresistant,-0.25
nonsensical,0.625
nonsignificant,0.5
nonspeaking,-0.5
nonspecifically,0.125
nonstandard,-0.75
nonsteroid,-0.375
nonsteroidal,-0.375
nonstructural,-0.375
nonsubmergible,-0.625
nonsubmersible,-0.625
nonsweet,-0.375
nonsynchronous,-0.25
nontaxable,-0.375
nonterritorial,-0.125
nontoxic,-0.625
nontransferable,-0.375
nontricyclic,0.25
nonturbulent,-0.25
nonunion,-0.625
nonunionised,-0.75
nonunionized,-0.75
nonvenomous,-0.125
nonviable,-0.625
nonviolent,-0.375
nonviscid,-0.625
nonvisual,-0.25
nonvolatile,0.125
nonvolatilisable,0.125
nonvolatilizable,0.125
nonvoluntary,-0.75
nonwoody,-0.625
noose,0.125
nordic,-0.125
norethandrolone,-0.125
norethindrone,-0.125
norflex,-0.25
norlutin,-0.125
normalisation,0.5
normalization,0.5
normothermia,-0.125
nose,0.25
noseband,-0.25
nosepiece,-0.25
nostalgia,-0.375
nostalgically,0.125
nostrum,0
notable,0.375
note,0.333333333
notechis,-0.125
noteworthy,0.375
nothingness,0.125
nothosaur,0.125
nothosauria,-0.125
noticeable,0.125
noticeably,0.125
notoriety,0.125
notornis,-0.125
notwithstanding,-0.375
nourished,0.375
nourishing,0.25
novate,0.125
novelty,-0.25
novillada,0.25
novobiocin,0.25
now,-0.0625
nowadays,0.25
nowhere,-0.1875
noxiously,-0.25
nsu,-0.5
nuclear,0.125
nuda,-0.125
nudeness,-0.25
nudge,-0.125
nudism,-0.625
nudity,-0.25
nugatory,0.25
null,-0.5
nullified,-0.25
nullify,-0.125
numb,-0.5
number,-0.125
numbly,0.125
numeration,0.125
nuprin,-0.25
nurse,0.25
nursing,-0.375
nurturance,0.375
nurture,0.125
nutation,-0.25
nuthouse,-0.25
nutlike,-0.25
nutrient,0.25
nutritionally,0.125
nutritious,0.25
nutritive,0.25
nutty,-0.25
nuzzle,0.25
nyctalopia,-0.375
nyctophobia,-0.25
nydrazid,-0.125
nylon,0
nympholepsy,-0.25
nymphomania,0.125
nystagmus,-0.625
o.k.,0.625
oath,-0.0625
obbligato,-0.1875
obdurately,-0.125
obedience,0.1875
obediently,0.375
obeisance,0.125
obfuscate,-0.25
object,-0.125
objection,-0.25
objectionably,0.125
objurgate,-0.5
oblanceolate,0.375
oblation,0.125
obligato,-0.1875
obligatorily,0.3125
oblige,0.125
obliterate,-0.3125
obliteration,0.0625
oblivion,0.125
oblivious,0.125
oblong,0.125
obnoxiously,0.125
obnubilate,-0.125
obovate,0.25
obscenely,-0.25
obscenity,-0.1875
obscure,-0.1875
obscurely,0.125
obscureness,-0.125
obsequiously,0.25
observably,0.125
observance,0.125
observant,0.5
observantly,0.375
observation,0.25
observe,0.25
observingly,0.375
obsessionally,0.25
obsessively,0.25
obstinate,-0.5625
obstinately,-0.125
obstipate,-0.75
obstipation,-0.625
obstreperous,-0.125
obstructer,-0.125
obstruction,-0.125
obstructionism,-0.125
obstructively,0.25
obstructor,-0.125
obtainable,0.625
obtrusively,0.25
obtund,0.125
obtuse,0.25
obtusely,0.25
obviously,0.5
occasion,0.125
occult,-0.5
occupied,0.125
occupy,0.125
occur,0.5
ochotona,-0.125
ochronosis,-0.375
octet,0.125
octette,0.125
octopod,-0.125
octopoda,0.125
ocular,-0.375
oculism,0.25
oddity,0.375
oddly,0.375
oddment,0.375
odiously,-0.375
odium,-0.25
odoriferous,0
odorize,-0.375
odorless,-0.25
odorous,0
odourise,-0.375
odourless,-0.25
odynophagia,-0.625
oedema,-0.625
oesophagitis,-0.625
oestridae,-0.25
oestrus,-0.125
off,-0.458333333
offence,-0.375
offense,-0.375
offensive,-0.5
offensively,-0.083333333
offer,0.125
offering,0.125
offhand,-0.166666667
offhanded,-0.166666667
offhandedly,-0.125
officiously,0.25
offish,-0.5
offset,0.125
offspring,-0.125
offstage,-0.25
often,0.3125
oftener,0.25
oil,-0.125
oink,-0.375
ok,0.25
okay,0.625
olein,-0.625
oligocene,0.125
oligosaccharide,0.125
oligospermia,-0.75
olive,-0.125
olympian,0.875
ominous,-0.625
ominously,0.375
omission,-0.375
omnidirectional,-0.125
omniscience,0.125
omniscient,0.5
omnivorous,-0.125
omophagia,-0.125
on,0.125
onanism,0.125
onerously,0.25
onion,-0.125
oniscus,-0.375
onomatopoeic,0.25
onomatopoetic,0.25
onslaught,-0.75
onycholysis,-0.125
onychomys,0.25
onychosis,-0.5
oophoritis,-0.75
ooze,-0.25
opaquely,0.25
open,-0.416666667
opening,0.125
openly,0.125
operative,0.25
ophidian,-0.375
ophidism,-0.25
ophiolatry,-0.125
ophthalmia,-0.875
ophthalmitis,-0.875
ophthalmoplegia,-0.25
opine,0.125
opinion,-0.5
opportunity,0.5
oppose,-0.375
opposite,-0.125
opposition,-0.5625
oppression,-0.125
oppressiveness,-0.125
oppugn,0.75
opsonize,0.125
optically,0.125
optimal,0.5
optimally,0.375
optimise,0.125
optimism,0.375
optimistically,0.5
optimize,0.125
optimum,0.5
optionally,0.125
opulence,0.125
opulently,0.375
oracle,0.375
oracular,0.125
orangeade,-0.125
orchidalgia,-0.625
orchitis,-0.875
ordeal,-0.25
order,-0.125
orderly,0.125
ordinate,0.125
organdie,0.125
organdy,0.125
organic,0.375
organically,0.125
orgasm,0.375
orgy,0.125
originally,0.125
oriolus,-0.125
orison,0.125
ornament,-0.125
ornamental,0.375
ornamentalism,0.125
ornamentally,0.25
ornately,0.125
ornithine,-0.625
ornithischia,-0.25
orphan,-0.125
orphenadrine,-0.25
orphrey,-0.25
orthomyxovirus,-0.125
orthophosphate,-0.125
orthopnea,-0.125
ortygan,0.125
oscitance,-0.125
oscitancy,-0.125
oscitant,-0.125
osculate,-0.625
osmeridae,-0.125
osmerus,-0.125
ossify,-0.5
osteitis,-0.625
ostensibly,0.375
ostentatious,-0.5
ostentatiously,0.125
osteoglossiformes,0.125
osteomalacia,-0.375
osteomyelitis,-0.625
osteopathy,0.5
osteopetrosis,-0.375
osteoporosis,-0.125
osteosclerosis,-0.375
osteostracan,-0.125
ostracodermi,-0.125
ostrea,-0.125
otaria,-0.125
otherwise,0.3125
otiose,-0.5625
otitis,-0.25
otosclerosis,-0.125
ouster,-0.25
out,-0.125
outbreak,-0.125
outburst,-0.041666667
outcaste,-0.625
outclass,-0.25
outclassed,-0.375
outcry,-0.375
outercourse,-0.125
outface,-0.375
outfitted,-0.5
outing,-0.125
outlandishly,0.25
outlet,0.125
outmode,-0.25
outrage,0.125
outraged,-0.75
outrageously,-0.375
outright,-0.375
outset,0.125
outside,-0.125
outspokenly,0.375
outstanding,0.75
outstare,-0.375
outwardly,0.25
outwear,0.25
ovaritis,-0.5
ovate,0.25
overabundance,0.125
overachievement,0.25
overacting,-0.875
overactive,0.25
overall,-0.125
overambitious,0.125
overanxiety,-0.625
overbearingly,0.25
overbite,-0.125
overboil,-0.25
overbold,-0.125
overburden,-0.5
overbusy,0.375
overcapitalisation,-0.125
overcapitalization,-0.125
overcareful,0.5
overcautious,0.625
overclothe,-0.5
overcloud,-0.25
overconfident,0.5
overdraw,0.625
overdress,-0.5
overdue,-0.25
overeating,0.125
overemphasise,0.125
overemphasize,0.125
overestimate,0.0625
overexertion,-0.875
overexploit,-0.125
overexpose,-0.375
overextend,-0.125
overfamiliar,-0.125
overfatigue,-0.375
overfeed,-0.25
overfeeding,-0.5
overgrown,-0.125
overgrowth,-0.375
overheat,-0.375
overindulgence,0.125
overjealous,-0.25
overkill,-0.25
overladen,-0.125
overload,-0.5
overloaded,-0.125
overly,-0.125
overpoweringly,-0.375
overpraise,0.25
overprotection,-0.5
overrate,-0.125
overreaching,0.5
overreaction,-0.25
override,0.125
overrun,0
oversensitiveness,-0.375
overshielding,-0.5
overshoe,-0.125
overshoot,0.375
oversight,-0.5
oversimplification,-0.125
oversimplify,-0.125
oversolicitous,-0.5
overstate,0.625
overstatement,0.125
overstrain,-0.125
overstress,0.125
overstretch,-0.25
oversuspicious,-0.375
overthrow,-0.25
overtire,-0.375
overtly,0.375
overturn,-0.125
overvaliant,0.25
overvalue,0.25
overweary,-0.375
overwhelm,-0.375
overwhelmingly,-0.375
overwrought,-0.125
owe,0.125
owlish,0.125
owlishly,0.25
owned,-0.125
oxacillin,0.125
oxaprozin,-0.25
oxbridge,0.125
oxcart,0.125
oxford,-0.25
oxyacid,-0.125
oxymoron,0.125
oxyphenbutazone,-0.125
oxytocic,-0.25
ozaena,-0.75
ozena,-0.75
pachycheilia,-0.125
pacifically,0.25
pacification,-0.375
pacifistically,0.25
packable,0.625
pad,0.125
paddle,-0.5
pain,-0.5
painfully,-0.25
painfulness,-0.25
painkiller,-0.375
painlessly,-0.375
painstaking,-0.125
painstakingly,0.375
painterly,0.25
pair,0.125
palaver,0.25
pale,-0.25
palely,-0.125
palinurus,-0.125
pall,0.075
palliate,0.25
palliation,-0.75
palliative,-0.625
pallid,-0.25
pallidly,0.125
pally,0.375
palmately,0.5
palmitin,-0.375
palmy,0.5
palpitation,-0.0625
palsied,-0.75
palsy,-0.125
palter,0.125
paltering,0.125
paltry,-0.375
pan,-0.125
panacea,-0.125
panache,-0.25
panadol,-0.5
pancarditis,0.25
pancreatitis,-0.75
pander,0.125
pandurate,0.25
panduriform,0.25
paneled,-0.125
panencephalitis,0.125
pang,-0.583333333
panhandle,-0.125
panic,-0.5
panoplied,0.125
pansinusitis,-0.625
pant,-0.125
panting,-0.25
pap,-0.25
paperboard,0.75
papery,0.125
papovavirus,-0.25
pappose,-0.25
paprika,-0.25
papule,-0.125
paradisaeidae,-0.125
paradoxically,0.5
paraesthesia,-0.625
paraffin,-0.0625
paraleipsis,0.125
paralepsis,0.125
paralipsis,0.125
paralyse,-0.375
paralytic,-0.5
paralyze,-0.375
paralyzed,-0.5
parametritis,-0.25
paramountcy,0.375
paramyxovirus,-0.25
paranoia,-0.75
paraparesis,-0.5
parapet,-0.125
paraphilia,-0.125
paraphrastic,-0.25
paraphrenia,-0.25
paraplegia,-0.125
paraplegic,-0.625
parapsychology,-0.25
parasite,-0.25
parasitically,0.5
parathion,-0.125
paratyphoid,-0.25
parched,-0.25
parchment,0.5
pardon,-0.125
pare,0.125
paregmenon,-0.25
parentally,0.25
parenthetically,0.25
paresis,-0.375
paresthesia,-0.625
parkinson's,-0.5
parkinsonism,-0.5
parochially,0.25
parody,-0.125
paronomasia,-0.25
parosamia,-0.375
parotitis,-0.5
paroxetime,-0.125
paroxysm,-0.375
parr,0.125
parsley,0.125
partake,0.25
partialness,0.125
parturient,0.25
parus,-0.125
parvo,-0.375
parvovirus,-0.375
pass,-0.208333333
passably,-0.125
passer,-0.125
passing,-0.15625
passion,0.3125
passionately,-0.125
passionateness,0.5
passive,0.1875
passively,0.5
pastel,-0.125
paster,-0.125
pasteurellosis,-0.375
pasteurisation,-0.75
pasteurization,-0.75
pastime,0.125
pastis,-0.125
pastrami,0.25
pat,0.375
patch,-0.125
patently,0.5
paternally,0.25
paternity,0.125
pathetic,-0.75
pathetically,0
pathogen,0.375
pathogenically,0.5
pathologically,0.125
pathology,0.625
pathos,-0.1875
pathway,-0.125
patiently,0.125
patrol,0.125
patronise,-0.125
patronising,0.125
patronisingly,0.375
patronize,-0.125
patronizing,0.125
patronizingly,0.375
patter,-0.25
pattern,0.125
pauperism,-0.375
pauperization,-0.375
pause,0.1875
pavilion,0.125
paw,-0.25
pawky,-0.125
paxil,-0.125
pay,0.25
payable,0.125
payback,-0.125
paygrade,0.125
payoff,0.625
peace,-0.375
peaceably,0.25
peaceful,0.25
peacefully,0.375
peacefulness,-0.375
peachy,0.125
peacock,0.1875
peak,0.375
peaked,-0.625
peavey,0.125
peavy,0.125
peccable,-0.375
peccadillo,-0.375
peccant,-0.375
peck,-0.25
pectinidae,0.125
peculation,-0.25
peculiarity,0.375
peculiarly,0.3125
pedagogically,0.25
pedagogy,0.25
pedantically,0.25
pedantry,-0.25
pedestal,0.5
pediculosis,-0.75
pediculus,-0.125
pedionomus,0.125
pedunculate,-0.125
peek,0.125
peep,0.125
peeve,-0.125
peevishly,0.25
peevishness,-0.5
peignoir,-0.125
pekoe,0.375
peliosis,-0.5
pellagra,-0.75
pellucidly,0.25
pelt,-0.125
peltate,0.125
pemphigus,-0.5
penally,0.125
penance,0
penchant,0.375
pendant,-0.25
pendent,-0.25
penetrable,0.625
penetrate,0.125
penetratingly,0.125
penetratively,0.125
penicillamine,-0.25
penitence,-0.25
penitentially,0.375
penitently,0.375
pennant,0.125
pennsylvanian,0.125
pennywhistle,-0.125
pensive,0.25
pensively,0.25
pensiveness,-0.125
pentaerythritol,-0.25
pentastomida,0.5
penuriously,0.25
penury,-0.375
pepcid,-0.375
peppery,-0.5
perca,-0.125
perceive,0.375
perceptibly,0.125
perception,0.375
perceptively,0.375
perceptually,0.125
perchloride,0.5
peremptorily,0.125
perfection,-0.5
perfectly,0.375
perfidiously,0.25
perfoliate,0.125
performance,0.1875
perfumed,-0.1875
perfumery,0.125
perfunctory,-0.4375
periactin,-0.125
periarteritis,-0.125
pericarditis,-0.625
peril,-0.375
perilously,-0.125
perilousness,-0.25
period,0.125
periodically,0.25
periodontitis,0.375
peripeteia,0.125
peripetia,0.125
peripety,0.125
peritonitis,-0.625
peritrate,-0.25
perjury,-0.25
perkily,0.25
perkiness,0.125
perky,0.25
perleche,-0.5
permanently,0.25
permeation,0.375
permissibly,0.375
permissively,0.5
permit,-0.25
permutation,0.5
perniciously,0.25
pernio,-0.125
peroration,0.375
perpendicular,-0.125
perpendicularly,0
perplex,-0.125
perplexedly,0.25
persevere,-0.25
persiflage,-0.25
